id,name,description,image_url,kcals_per_serving
215,"'AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE'","'AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE'",,492
216,"'AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT'","'AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT'",,461
217,"'AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE'","'AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE'",,489
218,"'AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT'","'AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT'",,463
219,"'AVOCADOS,RAW,ALL COMM VAR'","'AVOCADOS,RAW,ALL COMM VAR'",,160
220,"'AVOCADOS,RAW,CALIFORNIA'","'AVOCADOS,RAW,CALIFORNIA'",,167
221,"'AVOCADOS,RAW,FLORIDA'","'AVOCADOS,RAW,FLORIDA'",,120
222,"'BABY FD,FORT CRL BAR,FRUIT FILLING'","'BABY FD,FORT CRL BAR,FRUIT FILLING'",,344
223,"'BABYFD,FRU,BAN AND STRAW, JU'","'BABYFD,FRU,BAN AND STRAW, JU'",,109
224,"'BABYFD,SNK,GE,GRAD,LIL CRUNCH,BKD,WHLGRN,CORN SNK'","'BABYFD,SNK,GE,GRAD,LIL CRUNCH,BKD,WHLGRN,CORN SNK'",,503
225,"'BABYFOO,BAN WI MIX BERR,ST'","'BABYFOO,BAN WI MIX BERR,ST'",,92
226,'BABYFOOD  DINNER  CHICK STEW  TODD','BABYFOOD  DINNER  CHICK STEW  TODD',,78
227,"'Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS'","'Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS'",,31
228,"'Babyfood, meat, turkey sticks, junior'","'Babyfood, meat, turkey sticks, junior'",,188
229,"'BABYFOOD,APPL YOGURT DSSRT,STR'","'BABYFOOD,APPL YOGURT DSSRT,STR'",,96
230,"'BABYFOOD,APPLE-BANANA JUC'","'BABYFOOD,APPLE-BANANA JUC'",,51
231,"'BABYFOOD,APPLE-CRANBERRY JUC'","'BABYFOOD,APPLE-CRANBERRY JUC'",,46
232,"'BABYFOOD,APPLS W/HAM,STR'","'BABYFOOD,APPLS W/HAM,STR'",,62
233,"'BABYFOOD,APPLS,DICES,TODD'","'BABYFOOD,APPLS,DICES,TODD'",,51
234,"'BABYFOOD,BABY MUM MUM RICE BISCUITS'","'BABYFOOD,BABY MUM MUM RICE BISCUITS'",,391
235,"'BABYFOOD,BANANA APPL DSSRT,STR'","'BABYFOOD,BANANA APPL DSSRT,STR'",,68
236,"'BABYFOOD,BANANA JUC W/LOFAT YOGURT'","'BABYFOOD,BANANA JUC W/LOFAT YOGURT'",,89
237,"'BABYFOOD,BANANA NO TAPIOCA,STR'","'BABYFOOD,BANANA NO TAPIOCA,STR'",,91
238,"'BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL'","'BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL'",,421
239,"'BABYFOOD,CARROTS,TODDLER'","'BABYFOOD,CARROTS,TODDLER'",,26
240,"'BABYFOOD,CARROTS&BF,STR'","'BABYFOOD,CARROTS&BF,STR'",,59
241,"'BABYFOOD,CEREAL,MIXED,DRY'","'BABYFOOD,CEREAL,MIXED,DRY'",,379
242,"'BABYFOOD,CEREAL,RICE,DRY'","'BABYFOOD,CEREAL,RICE,DRY'",,391
243,"'BABYFOOD,CHERRY COBBLER,JR'","'BABYFOOD,CHERRY COBBLER,JR'",,78
244,"'BABYFOOD,COOKIE,BABY,FRUIT'","'BABYFOOD,COOKIE,BABY,FRUIT'",,435
245,"'BABYFOOD,COOKIES'","'BABYFOOD,COOKIES'",,433
246,"'BABYFOOD,COOKIES,ARROWROOT'","'BABYFOOD,COOKIES,ARROWROOT'",,424
247,"'BABYFOOD,CORN & SWT POTATOES,STR'","'BABYFOOD,CORN & SWT POTATOES,STR'",,68
248,"'BABYFOOD,CRACKERS,VEG'","'BABYFOOD,CRACKERS,VEG'",,477
249,"'BABYFOOD,CRL,BARLEY,DRY'","'BABYFOOD,CRL,BARLEY,DRY'",,376
250,"'BABYFOOD,CRL,BARLEY,PREP W/WHL MILK'","'BABYFOOD,CRL,BARLEY,PREP W/WHL MILK'",,84
251,"'BABYFOOD,CRL,BROWN RICE,DRY,INST'","'BABYFOOD,CRL,BROWN RICE,DRY,INST'",,404
252,"'BABYFOOD,CRL,EGG YOLKS&BACON,JR'","'BABYFOOD,CRL,EGG YOLKS&BACON,JR'",,79
253,"'BABYFOOD,CRL,HI PROT,PREP W/WHL MILK'","'BABYFOOD,CRL,HI PROT,PREP W/WHL MILK'",,111
254,"'BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY'","'BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY'",,374
255,"'BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK'","'BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK'",,112
256,"'BABYFOOD,CRL,MXD,PREP W/WHL MILK'","'BABYFOOD,CRL,MXD,PREP W/WHL MILK'",,96
257,"'BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR'","'BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR'",,83
258,"'BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR'","'BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR'",,82
259,"'BABYFOOD,CRL,MXD,W/BANANAS,DRY'","'BABYFOOD,CRL,MXD,W/BANANAS,DRY'",,391
260,"'BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK'","'BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK'",,86
261,"'BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK'","'BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK'",,115
262,"'BABYFOOD,CRL,OATMEAL,DRY'","'BABYFOOD,CRL,OATMEAL,DRY'",,393
263,"'BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK'","'BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK'",,116
264,"'BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR'","'BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR'",,75
265,"'BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR'","'BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR'",,74
266,"'BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY'","'BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY'",,393
267,"'BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK'","'BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK'",,86
268,"'BABYFOOD,CRL,OATMEAL,W/HONEY,DRY'","'BABYFOOD,CRL,OATMEAL,W/HONEY,DRY'",,391
269,"'BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK'","'BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK'",,115
270,"'BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST'","'BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST'",,389
271,"'BABYFOOD,CRL,RICE,PREP W/WHL MILK'","'BABYFOOD,CRL,RICE,PREP W/WHL MILK'",,85
272,"'BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR'","'BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR'",,80
273,"'BABYFOOD,CRL,RICE,W/BANANAS,DRY'","'BABYFOOD,CRL,RICE,W/BANANAS,DRY'",,404
274,"'BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK'","'BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK'",,86
275,"'BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK'","'BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK'",,115
276,"'BABYFOOD,CRL,RICE,W/MXD FRUIT,JR'","'BABYFOOD,CRL,RICE,W/MXD FRUIT,JR'",,82
277,"'BABYFOOD,CRL,W/EGG YOLKS,JR'","'BABYFOOD,CRL,W/EGG YOLKS,JR'",,52
278,"'BABYFOOD,CRL,W/EGG YOLKS,STR'","'BABYFOOD,CRL,W/EGG YOLKS,STR'",,51
279,"'BABYFOOD,CRL,W/EGGS,STR'","'BABYFOOD,CRL,W/EGGS,STR'",,58
280,"'BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY'","'BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY'",,402
281,"'BABYFOOD,DINNER,APPLS&CHICK,STR'","'BABYFOOD,DINNER,APPLS&CHICK,STR'",,65
282,"'BABYFOOD,DINNER,BF LASAGNA,TODD'","'BABYFOOD,DINNER,BF LASAGNA,TODD'",,77
283,"'BABYFOOD,DINNER,BF NOODLE,JR'","'BABYFOOD,DINNER,BF NOODLE,JR'",,57
284,"'BABYFOOD,DINNER,BF NOODLE,STR'","'BABYFOOD,DINNER,BF NOODLE,STR'",,63
285,"'BABYFOOD,DINNER,BF STEW,TODD'","'BABYFOOD,DINNER,BF STEW,TODD'",,51
286,"'BABYFOOD,DINNER,BF W/VEG'","'BABYFOOD,DINNER,BF W/VEG'",,96
287,"'BABYFOOD,DINNER,BF&RICE,TODD'","'BABYFOOD,DINNER,BF&RICE,TODD'",,82
288,"'BABYFOOD,DINNER,BROCCOLI & CHICK,JR'","'BABYFOOD,DINNER,BROCCOLI & CHICK,JR'",,62
289,"'BABYFOOD,DINNER,CHICK NOODLE,JR'","'BABYFOOD,DINNER,CHICK NOODLE,JR'",,55
290,"'BABYFOOD,DINNER,CHICK NOODLE,STR'","'BABYFOOD,DINNER,CHICK NOODLE,STR'",,66
291,"'BABYFOOD,DINNER,CHICK SOUP,STR'","'BABYFOOD,DINNER,CHICK SOUP,STR'",,50
292,"'BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD'","'BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD'",,66
293,"'BABYFOOD,DINNER,CHICK&RICE'","'BABYFOOD,DINNER,CHICK&RICE'",,51
294,"'BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD'","'BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD'",,81
295,"'BABYFOOD,DINNER,MACARONI&CHS,JR'","'BABYFOOD,DINNER,MACARONI&CHS,JR'",,61
296,"'BABYFOOD,DINNER,MACARONI&CHS,STR'","'BABYFOOD,DINNER,MACARONI&CHS,STR'",,67
297,"'BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR'","'BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR'",,59
298,"'BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR'","'BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR'",,61
299,"'BABYFOOD,DINNER,MXD VEG,JR'","'BABYFOOD,DINNER,MXD VEG,JR'",,33
300,"'BABYFOOD,DINNER,MXD VEG,STR'","'BABYFOOD,DINNER,MXD VEG,STR'",,41
301,"'BABYFOOD,DINNER,PASTA W/VEG'","'BABYFOOD,DINNER,PASTA W/VEG'",,60
302,"'BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD'","'BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD'",,78
303,"'BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR'","'BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR'",,68
304,"'BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD'","'BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD'",,75
305,"'BABYFOOD,DINNER,SWT POTATOES&CHICK,STR'","'BABYFOOD,DINNER,SWT POTATOES&CHICK,STR'",,74
306,"'BABYFOOD,DINNER,TURKEY & RICE,JR'","'BABYFOOD,DINNER,TURKEY & RICE,JR'",,56
307,"'BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD'","'BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD'",,60
308,"'BABYFOOD,DINNER,TURKEY&RICE,STR'","'BABYFOOD,DINNER,TURKEY&RICE,STR'",,52
309,"'BABYFOOD,DINNER,VEG CHICK,STR'","'BABYFOOD,DINNER,VEG CHICK,STR'",,59
310,"'BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR'","'BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR'",,64
311,"'BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR'","'BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR'",,63
312,"'BABYFOOD,DINNER,VEG&BACON,STR'","'BABYFOOD,DINNER,VEG&BACON,STR'",,69
313,"'BABYFOOD,DINNER,VEG&BF,JR'","'BABYFOOD,DINNER,VEG&BF,JR'",,77
314,"'BABYFOOD,DINNER,VEG&BF,STR'","'BABYFOOD,DINNER,VEG&BF,STR'",,77
315,"'BABYFOOD,DINNER,VEG&CHICK,JR'","'BABYFOOD,DINNER,VEG&CHICK,JR'",,53
316,"'BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR'","'BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR'",,48
317,"'BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR'","'BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR'",,48
318,"'BABYFOOD,DINNER,VEG&HAM,JR'","'BABYFOOD,DINNER,VEG&HAM,JR'",,60
319,"'BABYFOOD,DINNER,VEG&HAM,STR'","'BABYFOOD,DINNER,VEG&HAM,STR'",,59
320,"'BABYFOOD,DINNER,VEG&LAMB,JR'","'BABYFOOD,DINNER,VEG&LAMB,JR'",,51
321,"'BABYFOOD,DINNER,VEG&LAMB,STR'","'BABYFOOD,DINNER,VEG&LAMB,STR'",,52
322,"'BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR'","'BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR'",,52
323,"'BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR'","'BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR'",,44
324,"'BABYFOOD,DINNER,VEG&TURKEY,JR'","'BABYFOOD,DINNER,VEG&TURKEY,JR'",,53
325,"'BABYFOOD,DINNER,VEG&TURKEY,STR'","'BABYFOOD,DINNER,VEG&TURKEY,STR'",,48
326,"'BABYFOOD,DSSRT,BANANA PUDD,STR'","'BABYFOOD,DSSRT,BANANA PUDD,STR'",,68
327,"'BABYFOOD,DSSRT,BANANA YOGURT,STR'","'BABYFOOD,DSSRT,BANANA YOGURT,STR'",,78
328,"'BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR'","'BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR'",,77
329,"'BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR'","'BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR'",,69
330,"'BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR'","'BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR'",,68
331,"'BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR'","'BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR'",,86
332,"'BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR'","'BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR'",,85
333,"'BABYFOOD,DSSRT,DUTCH APPL,JR'","'BABYFOOD,DSSRT,DUTCH APPL,JR'",,79
334,"'BABYFOOD,DSSRT,DUTCH APPL,STR'","'BABYFOOD,DSSRT,DUTCH APPL,STR'",,75
335,"'BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR'","'BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR'",,63
336,"'BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR'","'BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR'",,59
337,"'BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR'","'BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR'",,80
338,"'BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR'","'BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR'",,81
339,"'BABYFOOD,DSSRT,PEACH COBBLER,JR'","'BABYFOOD,DSSRT,PEACH COBBLER,JR'",,67
340,"'BABYFOOD,DSSRT,PEACH COBBLER,STR'","'BABYFOOD,DSSRT,PEACH COBBLER,STR'",,65
341,"'BABYFOOD,DSSRT,PEACH MELBA,JR'","'BABYFOOD,DSSRT,PEACH MELBA,JR'",,60
342,"'BABYFOOD,DSSRT,PEACH MELBA,STR'","'BABYFOOD,DSSRT,PEACH MELBA,STR'",,60
343,"'BABYFOOD,DSSRT,PEACH YOGURT'","'BABYFOOD,DSSRT,PEACH YOGURT'",,76
344,"'BABYFOOD,DSSRT,TROPICAL FRUIT,JR'","'BABYFOOD,DSSRT,TROPICAL FRUIT,JR'",,60
345,"'BABYFOOD,FRUIT & VEG,APPL & SWT POTATO'","'BABYFOOD,FRUIT & VEG,APPL & SWT POTATO'",,64
346,"'BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA'","'BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA'",,70
347,"'BABYFOOD,FRUIT SUPREME DSSRT'","'BABYFOOD,FRUIT SUPREME DSSRT'",,73
348,"'BABYFOOD,FRUIT,APPL & RASPBERRY,JR'","'BABYFOOD,FRUIT,APPL & RASPBERRY,JR'",,58
349,"'BABYFOOD,FRUIT,APPL & RASPBERRY,STR'","'BABYFOOD,FRUIT,APPL & RASPBERRY,STR'",,58
350,"'BABYFOOD,FRUIT,APPL&BLUEBERRY,JR'","'BABYFOOD,FRUIT,APPL&BLUEBERRY,JR'",,62
351,"'BABYFOOD,FRUIT,APPL&BLUEBERRY,STR'","'BABYFOOD,FRUIT,APPL&BLUEBERRY,STR'",,61
352,"'BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR'","'BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR'",,51
353,"'BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR'","'BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR'",,66
354,"'BABYFOOD,FRUIT,APPLSAUC,JR'","'BABYFOOD,FRUIT,APPLSAUC,JR'",,37
355,"'BABYFOOD,FRUIT,APPLSAUC,STR'","'BABYFOOD,FRUIT,APPLSAUC,STR'",,41
356,"'BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR'","'BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR'",,47
357,"'BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR'","'BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR'",,44
358,"'BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR'","'BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR'",,51
359,"'BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR'","'BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR'",,39
360,"'BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR'","'BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR'",,37
361,"'BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR'","'BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR'",,63
362,"'BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR'","'BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR'",,60
363,"'BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR'","'BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR'",,83
364,"'BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR'","'BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR'",,67
365,"'BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR'","'BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR'",,56
366,"'BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR'","'BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR'",,68
367,"'BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR'","'BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR'",,65
368,"'BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR'","'BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR'",,63
369,"'BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR'","'BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR'",,70
370,"'BABYFOOD,FRUIT,PEACHES,JR'","'BABYFOOD,FRUIT,PEACHES,JR'",,65
371,"'BABYFOOD,FRUIT,PEACHES,STR'","'BABYFOOD,FRUIT,PEACHES,STR'",,65
372,"'BABYFOOD,FRUIT,PEARS,JR'","'BABYFOOD,FRUIT,PEARS,JR'",,44
373,"'BABYFOOD,FRUIT,PEARS,STR'","'BABYFOOD,FRUIT,PEARS,STR'",,42
374,"'BABYFOOD,FRUIT,PEARS&PNAPPL,JR'","'BABYFOOD,FRUIT,PEARS&PNAPPL,JR'",,44
375,"'BABYFOOD,FRUIT,PEARS&PNAPPL,STR'","'BABYFOOD,FRUIT,PEARS&PNAPPL,STR'",,41
376,"'BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR'","'BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR'",,74
377,"'BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR'","'BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR'",,71
378,"'BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR'","'BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR'",,70
379,"'BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR'","'BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR'",,69
380,"'BABYFOOD,FRUIT,TUTTI FRUTTI,JR'","'BABYFOOD,FRUIT,TUTTI FRUTTI,JR'",,69
381,"'BABYFOOD,FRUIT,TUTTI FRUTTI,STR'","'BABYFOOD,FRUIT,TUTTI FRUTTI,STR'",,66
382,"'BABYFOOD,GRAPE JUC,NO SUGAR,CND'","'BABYFOOD,GRAPE JUC,NO SUGAR,CND'",,62
383,"'BABYFOOD,GRN BNS,DICES,TODD'","'BABYFOOD,GRN BNS,DICES,TODD'",,29
384,"'BABYFOOD,GRN BNS&TURKEY,STR'","'BABYFOOD,GRN BNS&TURKEY,STR'",,51
385,"'BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD'","'BABYFOOD,JUC TREATS,FRUIT MEDLEY,TODD'",,347
386,"'BABYFOOD,JUC,APPL - CHERRY'","'BABYFOOD,JUC,APPL - CHERRY'",,47
387,"'BABYFOOD,JUC,APPL,W/CA'","'BABYFOOD,JUC,APPL,W/CA'",,46
388,"'BABYFOOD,JUC,APPL&CHERRY'","'BABYFOOD,JUC,APPL&CHERRY'",,41
389,"'BABYFOOD,JUC,APPL&GRAPE'","'BABYFOOD,JUC,APPL&GRAPE'",,46
390,"'BABYFOOD,JUC,APPL&PEACH'","'BABYFOOD,JUC,APPL&PEACH'",,43
391,"'BABYFOOD,JUC,APPL&PLUM'","'BABYFOOD,JUC,APPL&PLUM'",,49
392,"'BABYFOOD,JUC,APPL&PRUNE'","'BABYFOOD,JUC,APPL&PRUNE'",,72
393,"'BABYFOOD,JUC,APPLE-SWEET POTATO'","'BABYFOOD,JUC,APPLE-SWEET POTATO'",,48
394,"'BABYFOOD,JUC,FRUIT PUNCH,W/CA'","'BABYFOOD,JUC,FRUIT PUNCH,W/CA'",,52
395,"'BABYFOOD,JUC,MXD FRUIT'","'BABYFOOD,JUC,MXD FRUIT'",,47
396,"'BABYFOOD,JUC,ORANGE-CARROT'","'BABYFOOD,JUC,ORANGE-CARROT'",,43
397,"'BABYFOOD,JUC,ORANGE&APPL'","'BABYFOOD,JUC,ORANGE&APPL'",,43
398,"'BABYFOOD,JUC,ORANGE&APPL&BANANA'","'BABYFOOD,JUC,ORANGE&APPL&BANANA'",,47
399,"'BABYFOOD,JUC,ORANGE&APRICOT'","'BABYFOOD,JUC,ORANGE&APRICOT'",,46
400,"'BABYFOOD,JUC,ORANGE&BANANA'","'BABYFOOD,JUC,ORANGE&BANANA'",,50
401,"'BABYFOOD,JUC,ORANGE&PNAPPL'","'BABYFOOD,JUC,ORANGE&PNAPPL'",,48
402,"'BABYFOOD,JUC,PRUNE&ORANGE'","'BABYFOOD,JUC,PRUNE&ORANGE'",,70
403,"'BABYFOOD,JUICE,APPLE'","'BABYFOOD,JUICE,APPLE'",,47
404,"'BABYFOOD,JUICE,ORANGE'","'BABYFOOD,JUICE,ORANGE'",,45
405,"'BABYFOOD,JUICE,PEAR'","'BABYFOOD,JUICE,PEAR'",,47
406,"'BABYFOOD,MACARONI&CHS,TODD'","'BABYFOOD,MACARONI&CHS,TODD'",,82
407,"'BABYFOOD,MEAT,BF W/VEG,TODD'","'BABYFOOD,MEAT,BF W/VEG,TODD'",,68
408,"'BABYFOOD,MEAT,BF,STR'","'BABYFOOD,MEAT,BF,STR'",,81
409,"'BABYFOOD,MEAT,BF,STR'","'BABYFOOD,MEAT,BF,STR'",,81
410,"'BABYFOOD,MEAT,CHICK STKS,JR'","'BABYFOOD,MEAT,CHICK STKS,JR'",,188
411,"'BABYFOOD,MEAT,CHICK,JR'","'BABYFOOD,MEAT,CHICK,JR'",,146
412,"'BABYFOOD,MEAT,CHICK,STR'","'BABYFOOD,MEAT,CHICK,STR'",,130
413,"'BABYFOOD,MEAT,HAM,JUNIOR'","'BABYFOOD,MEAT,HAM,JUNIOR'",,97
414,"'BABYFOOD,MEAT,HAM,STR'","'BABYFOOD,MEAT,HAM,STR'",,97
415,"'BABYFOOD,MEAT,LAMB,JUNIOR'","'BABYFOOD,MEAT,LAMB,JUNIOR'",,112
416,"'BABYFOOD,MEAT,LAMB,STR'","'BABYFOOD,MEAT,LAMB,STR'",,87
417,"'BABYFOOD,MEAT,MEAT STKS,JR'","'BABYFOOD,MEAT,MEAT STKS,JR'",,184
418,"'BABYFOOD,MEAT,PORK,STR'","'BABYFOOD,MEAT,PORK,STR'",,124
419,"'BABYFOOD,MEAT,TURKEY,JR'","'BABYFOOD,MEAT,TURKEY,JR'",,111
420,"'BABYFOOD,MEAT,TURKEY,STR'","'BABYFOOD,MEAT,TURKEY,STR'",,111
421,"'BABYFOOD,MEAT,VEAL,STR'","'BABYFOOD,MEAT,VEAL,STR'",,81
422,"'BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER'","'BABYFOOD,MSHD CHEDDAR POTATOES&BROCCOLI,TODDLER'",,48
423,"'BABYFOOD,MULTIGRAIN WHL GRAIN CRL,DRY'","'BABYFOOD,MULTIGRAIN WHL GRAIN CRL,DRY'",,405
424,"'BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT'","'BABYFOOD,MXD FRUIT JUC W/LOFAT YOGURT'",,76
425,"'BABYFOOD,MXD FRUIT YOGURT,STR'","'BABYFOOD,MXD FRUIT YOGURT,STR'",,75
426,"'BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD'","'BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD'",,402
